name,simbol,market_cap,price,circulating_supply,volume,one_hour,one_day,one_week
Open Platform,OPEN,937831,0.000887,1057741441.56,3088,0.19885,3.01544,-0.394983
Cashbery Coin,CBC,936598,0.01394,67186713.9091,611,-0.0427477,-0.201938,-0.627732
Next.exchange,NEXT,935572,0.222943,4196453.42701,1057,0.164057,-6.11347,-15.534
Rate3,RTE,924015,0.001039,889382387.974,141586,-0.756048,-5.55567,1.57854
COVA,COVA,920532,0.000369,2496011000.0,1147285,-3.59621,-7.26021,12.2785
FREE Coin,FREE,918351,1.1e-07,8700200594990.0,7114,0.770775,16.5272,23.4693
Moneytoken,IMT,917579,9.7e-05,9430337526.88,18679,0.735736,0.903501,-17.2684
Infinitecoin,IFC,919507,1e-05,90595753018.6,,0.205172,-1.8764,-11.8065
Sentient Coin,SEN,886618,0.000661,1341705282.44,13288,-0.0504794,0.927271,-0.541641
BitCrystals,BCY,885789,0.038822,22816446.1681,,0.0,0.0181238,0.492336
Novacoin,NVC,881414,0.377357,2335756.7139,1352,0.769949,17.5084,9.74395
Coinsuper Eco...,CEN,878567,0.002212,397128914.594,1009,0.095117,-0.190278,-7.67913
Mallcoin,MLC,876654,0.004977,176136853.486,,0.0606548,0.71405,9.32375
COTI,COTI,873763,0.008851,98719430.0282,2630282,-1.63729,-1.20736,-12.5522
SophiaTX,SPHTX,873324,0.002639,330877003.034,35449,5.77322,56.0106,89.0402
OLXA,OLXA,872457,0.000642,1359419210.0,7588,-0.00380206,-5.39722,3.27844
IG Gold,IGG,867934,9e-05,9641689741.77,648,0.0034038,-3.23084,-9.79023
GeoCoin,GEO,866017,0.272285,3180551.1301,2337,0.308679,-6.59101,18.4693
GAMB,GMB,857524,0.000223,3853249989.0,208441,-2.30574,-26.5021,18.4581
Nuggets,NUG,851700,0.000494,1724830450.02,,0.186637,-7.2182,-8.7205
Verasity,VRA,848619,0.000338,2507985559.76,529682,0.784007,-0.129471,27.2883
SIBCoin,SIB,842839,0.04692,17963386.9478,17076,2.03045,9.18453,-3.44064
MESG,MESG,839323,0.018021,46574060.0059,910838,-0.0675765,9.04,-9.2918
CanYaCoin,CAN,838488,0.009092,92223036.0,2705,0.233731,0.718606,-6.78186
Zilla,ZLA,838182,0.01397,60000000.0,20903,-0.149752,-6.33,8.94694
Conceal,CCX,834315,0.166584,5008376.0,135598,-0.328651,-5.09397,-2.99533
CVCoin,CVN,829032,0.066961,12380890.0,143250,0.741415,-3.64448,-5.20321
FuzeX,FXT,825678,0.001001,824627153.273,,-0.11964,-13.6066,-4.40278
Coineal Token,NEAL,823971,0.00265,310965706.039,31081,0.14829,-6.59013,-25.1482
Dignity,DIG,823729,0.001575,523036420.542,70193,-0.309849,-13.9589,-26.7884
Vision Indust...,VIT,815318,0.000276,2952911799.43,,-0.0504794,-1.23955,200.382
Spiking,SPIKE,815240,0.001841,442894597.98,1133169,-31.0694,-16.3356,54.0035
Cardstack,CARD,811771,0.000343,2368086514.14,41574,0.263864,0.781257,-3.30658
Spectre.ai Ut...,SXUT,799984,0.032613,24529557.5131,,0.0,0.0,-38.3456
Aventus,AVT,799656,0.133276,6000000.0,22747,-6.6062,9.2285,14.9338
VouchForMe,IPL,798765,0.003491,228811027.097,18803,-0.0288653,-0.916876,-4.14545
Blockchain Ce...,BCDT,787079,0.023418,33609584.5706,,2.84217e-14,-0.649964,-2.08902
SmileyCoin,SMLY,785503,3e-05,25960250000.0,3597,0.00130446,80.6967,18.9204
Stipend,SPD,784052,0.069017,11360297.5214,,-0.0504794,14.1581,63.1178
Bitcoin Plus,XBC,785995,5.99,131276.535777,3711,1.09298,-1.31229,14.3655
Xriba,XRA,777346,0.00764,101748757.32,,0.0576395,-1.1201,-12.9989
Stox,STX,763532,0.014279,53472846.2364,8348,0.104982,0.635208,-2.67716
BOMB,BOMB,752447,0.78738,955634.0,48218,-2.30903,1.95909,-16.8223
ADAMANT Messe...,ADM,750718,0.009071,82760951.0,,0.0799784,-2.29995,-26.2261
Atlantis Blue...,ABDT,746700,0.004107,181818082.0,,-0.733506,10.0196,-11.5753
Atomic Wallet...,AWC,736857,0.120205,6129982.32011,665,0.00155173,-5.90116,14.7569
NewYorkCoin,NYC,731268,5e-06,134024588760.0,656,0.0490085,-0.653028,-22.9759
Cappasity,CAPP,727587,0.001354,537369148.53,76028,0.0356292,0.935275,-0.867224
OracleChain,OCT,727015,0.024234,30000000.0,11301,-0.0773664,-0.312671,35.4273
Digital Insur...,DIT,725541,0.00323,224644536.492,,-0.0185465,-0.973268,16.7018
CannabisCoin,CANN,726854,0.009411,77231175.5326,1423,-26.4668,-14.3826,24.4167
TRONCLASSIC,TRXC,723316,2e-06,465107478370.0,,-1.23725,353.386,297.053
XEL,XEL,717185,0.007823,91676277.0,,-0.0463061,4.93205,-16.421
Vanta Network,VNT,712419,0.000253,2812526833.0,496283,-0.000128808,-15.435,-7.91137
EBCoin,EBC,708849,0.000155,4585368085.83,,0.000950727,0.038433,-7.3681
DecentBet,DBET,702794,0.003726,188632973.022,1426,11.0876,-20.2733,-35.9928
Vodi X,VDX,700214,0.001734,403709241.841,,-0.012507,-3.76831,1.07092
UpToken,UP,692419,0.004725,146540250.17,,2.84217e-14,-0.0713433,-15.3567
Bitcoin Atom,BCA,687101,0.037304,18418931.25,,-0.0367736,-17.8814,-34.5237
Cloudbric,CLB,683741,0.001571,435165769.807,,-1.28665e-10,20.4395,20.6634
Typerium,TYPE,681600,0.000422,1616075165.99,,0.0784666,11.6118,-15.8046
ESBC,ESBC,681046,0.035069,19420198.803,37010,0.984209,-0.320735,-4.92196
Ubcoin Market,UBC,678148,0.001981,342272358.288,14305,0.507758,4.0086,4.03105
EvenCoin,EVN,676202,0.02176,31075414.9189,809667,0.140281,2.7819,-0.992744
Matryx,MTX,674757,0.029054,23224303.1,30801,-1.99343,-6.43069,1.83978
DABANKING,DAB,669855,0.211631,3165200.01077,,0.0882642,6.02245,-7.5333
Iconiq Lab Token,ICNQ,667848,0.173099,3858185.69637,,0.182619,-1.39022,-8.33152
Swarm City,SWT,667580,0.078207,8536072.88359,,0.204107,-14.6289,-30.3339
Thrive Token,THRT,665162,0.006442,103246212.304,4224,-0.0504794,-2.4058,-4.15934
Bounty0x,BNTY,664513,0.002855,232720096.676,21914,0.0909962,-10.2395,-24.4148
Quasarcoin,QAC,660593,0.003924,168342718.45,4377,-1.57419,-8.05885,-36.7634
Winco,WCO,660079,0.001374,480481177.819,,0.0,4.26326e-14,-0.261491
DACSEE,DACS,657920,0.000871,754968384.35,,0.0724279,-66.2174,-39.0923
smARTOFGIVING,AOG,654281,0.008927,73288778.486,1269,-0.0537553,24.1437,4.50299
FarmaTrust,FTT,653249,0.001089,600000000.0,,0.0,-7.10543e-14,39.241
Trinity Netwo...,TNC,648477,0.001945,333333333.0,,0.0887806,-4.03583,-0.660655
iEthereum,IETH,644184,0.035824,17982000.0,,-0.45158,1.52167,0.0922609
Hacken,HKN,642397,0.117043,5488559.83573,606,-1.16187,-5.30369,-0.559225
DATx,DATX,635541,0.000457,1391302551.33,377239,-1.2039,-1.74122,-1.42832
RevolutionVR,RVR,635198,0.003025,210000000.0,,-1.42109e-14,-4.26326e-14,-4.79364
FLIP,FLP,633428,0.01132,55955000.0,,-1.19503,-1.61782,21.9387
qiibee,QBX,629039,0.001373,458211388.62,,-1.42109e-14,-1.42109e-14,-9.71164
MTC Mesh Network,MTC,625742,0.001714,364995775.833,4583,0.0669328,-5.64729,5.26524
SPINDLE,SPD,623248,0.000194,3209565890.47,8753,-0.315389,-8.65868,8.00186
Amon,AMN,621612,0.001095,567490715.463,1591,0.199027,4.17307,6.60424
Paypex,PAYX,619551,0.009054,68428768.29,28771,-4.25519,-2.23269,-8.73872
Pluton,PLU,607301,0.714472,849999.5,,0.187179,-1.19887,-10.6184
Bitfex,BFX,603533,0.006166,97880128.0,101223,-0.318765,-9.92911,-4.13665
WeShow Token,WET,602110,0.003769,159732931.179,2174551,-1.7154,-0.914065,-3.00456
Maverick Chain,MVC,600357,0.005614,106936231.0,6821,0.226436,1.96013,-7.86657
CoinFi,COFI,599450,0.003017,198664791.304,22751,0.0942623,-9.22684,-22.3019
BitcoinZ,BTCZ,598910,0.000107,5600972710.01,1177,7.52687,9.85784,11.4401
Blockium,BOK,597770,0.00092,649500000.0,438825,-0.0504794,24.7741,-69.8745
Internxt,INXT,596095,0.946769,629609.543,39328,-0.0459409,9.73553,-2.47176
Sentinel Chain,SENC,593163,0.003007,197269665.857,11070,0.0947059,-7.0411,-25.3697
Pandacoin,PND,592452,1.8e-05,32514916897.8,,0.168363,-49.7765,-66.2979
Paragon,PRG,591923,0.026584,22266203.7858,,2.84217e-14,4.26326e-14,23.8847
Fortuna,FOTA,590579,0.00123,479997016.051,13569,-1.38146,-3.26089,-10.7326
Sharder,SS,589223,0.00208,283282765.187,47763,0.201328,-0.855127,-3.22867
Acute Angle C...,AAC,588635,0.002355,250000000.0,303448,-0.993231,-12.4837,-36.3002
Sakura Bloom,SKB,588301,0.000228,2582965294.29,13630,0.186637,-7.03561,7.94814
AICHAIN,AIT,585034,0.001093,535067071.156,29380,0.123011,-1.10586,-3.41409
wys Token,WYS,584076,0.005707,102339600.0,,-1.42109e-14,-4.26326e-14,-19.3842
CoinUs,CNUS,583841,0.001717,340000000.0,,3.35945e-11,-79.3814,-43.2919
Leverj,LEV,578479,0.004899,118090510.577,,-2.84217e-14,4.26326e-14,-2.84217e-13
OWNDATA,OWN,573832,5.2e-05,10999999999.9,18495,0.643445,-0.640281,-7.18812
Trittium,TRTT,570584,0.004426,128915824.833,,-0.443518,-7.16986,-4.26397
Pinkcoin,PINK,571227,0.001384,412727280.156,671,1.38102,-0.61898,3.48772
Lunes,LUNES,568476,0.003772,150728537.615,11556,0.182619,-1.88757,-4.83061
BiblePay,BBP,567931,0.000311,1823352917.78,5452,1.31167,-0.85922,-6.15759
CryptoBonusMiles,CBM,566986,0.000189,3002000052.35,119117,0.266022,-3.58923,-10.9777
Bittwatt,BWT,562023,0.001831,307006848.252,,-0.0180586,-1.7351,-6.46269
HEAT,HEAT,562016,0.013149,42741654.8351,,-1.42109e-14,-0.634668,29.6344
Patientory,PTOY,559535,0.007993,70000000.0,2115,-0.0870272,-10.3052,5.30906
LIFE,LIFE,558802,2.4e-05,23442468687.7,1195,-2.67667,4.90028,12.2858
Swace,SWACE,558743,0.002134,261810751.64,,-0.0542669,14.7651,-33.9039
CryptoPing,PING,557445,0.061941,8999635.0,,-7.18303,-8.16202,33.6126
Pirl,PIRL,557022,0.009707,57384504.8,1253,-3.90334,-7.53262,-11.5816
KARMA,KARMA,553229,0.000102,5422369096.89,1638,-0.281492,-2.42708,5.64265
TraDove B2BCoin,BBC,551627,0.001103,500000000.0,27038,-0.0383063,-0.801342,-0.301006
DomRaider,DRT,550055,0.00093,591500000.0,,-0.38662,10.7445,-3.92033
Prometeus,PROM,549047,0.14261,3850000.0,64261,0.372555,-1.51255,7.29075
Upfiring,UFR,545963,0.025276,21600000.0058,3421,0.000602019,-1.89798,-11.894
Blockport,BPT,545561,0.010216,53402933.4494,849,-0.0470524,-3.72894,5.69422
Denarius,D,538039,0.082053,6557217.97221,506,0.062582,-1.56275,-4.02747
AidCoin,AID,536832,0.01176,45647599.2396,95332,-0.0509682,0.542222,-17.2303
NuBits,USNBT,536068,0.048815,10981667.2799,,-10.7139,-13.8482,-14.3599
WebDollar,WEBD,534303,7.7e-05,6903640870.58,,0.142984,-9.90577,-14.6413
Qbao,QBT,532931,0.008155,65351403.0,8051,-1.18916,4.00658,-8.73447
Max Property ...,MPG,532141,0.004527,117545306.8,87061,-0.0645008,-19.1039,-34.5091
Ifoods Chain,IFOOD,531657,0.000213,2499999990.0,3836,-0.548536,-4.77436,-5.48508
QuadrantProtocol,EQUAD,529959,0.001587,334019710.39,577407,0.792107,-0.679191,-5.30288
Alphacat,ACAT,529520,0.00019,2790428084.0,41847,0.745419,-0.804452,-6.88849
Faceter,FACE,527159,0.00112,470623559.5,,0.899297,-2.17636,-21.8109
Swap,XWP,525736,0.074252,7080452.22478,228267,0.0719296,-1.739,25.5503
Solaris,XLR,525249,0.302088,1738730.51529,,0.207059,-54.2757,3.31165
Vetri,VLD,518824,0.001913,271160100.127,,0.0983325,-4.13856,14.1776
savedroid,SVD,515184,0.000192,2688339237.97,,0.0412757,-1.0903,-13.852
Birake,BIR,515180,0.006967,73946225.6971,41517,2.08559,18.1416,10.3396
Block-Chain.com,BC,514515,0.002485,207051787.0,,-0.0537553,-5.02099,-3.20085
COPYTRACK,CPY,512170,0.010649,48093363.9,,2.84217e-14,-4.26326e-14,-1.7053e-13
IXT,IXT,511739,0.014303,35778843.8312,,-0.485117,10.4295,-4.02675
Bitcoin Interest,BCI,508218,0.027731,18326891.5,690,-6.39009,2.23452,-19.8324
Rise,RISE,509339,0.003598,141542831.41,,0.206704,-2.44751,-10.6177
DubaiCoin,DBIX,506645,0.118842,4263172.051,,0.207059,-1.25235,-5.76113
Relex,RLX,501503,0.00027,1854204012.95,,-0.153933,-5.93634,-12.0141
Experience Po...,XP,501094,2e-06,289170861741.0,,2.84217e-14,0.0,-3.41061e-13
Birdchain,BIRD,498656,0.00332,150194888.183,45766,-8.49622,-5.41195,30.0078
RSK Smart Bit...,RBTC,497810,9051.1,55.0,738684,-0.043288,-1.10904,-4.24356
HashNet BitEco,HNB,494415,0.01668,29640456.2632,57283,0.0625107,-0.930946,-11.6478
NANJCOIN,NANJ,493801,2.6e-05,19361889557.3,1953,0.25176,8.98635,-7.8619
PTON,PTON,493242,3.3e-05,14909156667.0,656,-0.00270173,-2.96831,18.9856
StarCoin,KST,493191,0.000326,1511631077.0,,-5.83498e-11,11.4007,9.22514
Golos,GOLOS,493174,0.002737,180216781.71,,-0.199286,-4.13811,-19.1929
StakeCubeCoin,SCC,490675,0.226707,2164355.10408,3012,-7.70429,3.4053,2.65369
Kolion,KLN,490601,0.490602,999999.0,3713,0.240005,-0.609511,-0.355779
HEROcoin,PLAY,489703,0.002624,186633741.864,12654,1.54171,2.53312,10.1992
Wibson,WIB,484781,0.000182,2660569011.56,124762,0.182619,-10.0516,-33.5013
DNotes,NOTE,485565,0.003596,135043262.252,50942,0.591939,1.99942,2.80282
GoNetwork,GOT,482681,0.006704,71994619.8058,123887,0.602062,-6.05851,24.2771
ExclusiveCoin,EXCL,482272,0.08378,5756404.0,558,0.206704,-3.83175,-3.52127
GoldMint,MNTP,479930,0.250617,1914996.84042,,1.50056,-3.22237,-13.3557
Zeusshield,ZSC,479534,0.00041,1169566883.0,16564,0.170572,-3.51845,9.95906
GMB,GMB,478603,0.000925,517356899.0,,0.00355597,-26.3793,-3.63061
Eristica,ERT,476186,0.002761,172467627.146,25970,2.21804,2.7608,12.2351
Vipstar Coin,VIPS,475315,1e-05,48568325574.7,,-0.744501,-34.462,-68.9454
ATMChain,ATM,469786,0.000101,4660285459.8,,0.0,-2.84217e-14,-1.27898e-13
HempCoin,THC,469030,0.001853,253056543.698,,0.207059,-15.4037,-64.7385
ION,ION,465996,0.039437,11816313.5875,,0.0,-2.84217e-14,6.44635
Karbo,KRB,466420,0.058482,7975504.03098,,0.523665,-2.73051,-7.28455
PUBLISH,NEWS,458802,0.001996,229891559.443,5750,-4.68241,-4.17933,2.99804
Utrum,OOT,453083,0.006992,64800139.1749,,0.0588517,3.95574,108.127
Lobstex,LOBS,450731,0.025432,17722869.2189,134316,-0.425478,1.76055,5.99715
CrypticCoin,CRYP,448731,0.000176,2549994071.7,7223,-4.5828,-29.9715,-62.9066
Graviocoin,GIO,445218,0.000449,991219161.825,1208,-0.960843,4.22437,13.3399
Cubiex,CBIX,444740,0.015955,27874355.1665,5454,2.26314,12.6516,45.1442
DCORP Utility,DRPU,444187,0.125819,3530372.73,,2.84217e-14,2.09011,-18.1847
Liquidity Net...,LQD,441295,0.010183,43334645.4679,32036,0.367676,5.02545,-19.5101
WOLLO,WLO,438963,0.010195,43057496.0,865,-0.472187,1.45127,-1.67035
Bezop,BEZ,436388,0.007837,55685930.7022,750,0.000544598,4.05743,19.8813
Hero,HERO,434599,0.035895,12107648.6977,35427,-0.376094,-0.0580314,9.20292
Electrify.Asia,ELEC,433955,0.000819,529591778.602,784,0.110971,-4.94028,-6.47334
Vezt,VZT,433227,0.012313,35183391.421,,2.84217e-14,2.84217e-14,-2.98428e-13
Hush,HUSH,426685,0.055857,7638930.10613,1379,0.208839,-6.65223,47.7968
Ixcoin,IXC,430846,0.020421,21098151.999,,0.0,4.26326e-14,-4.9221
MinexCoin,MNX,428086,0.071872,5956185.29843,86353,-0.380379,7.46017,6.84636
Crypto Sports,CSPN,425486,0.212176,2005342.47466,,-0.683922,11.1728,40.77
Privatix,PRIX,425419,0.387837,1096900.30878,1483,4.8548,8.38233,6.69258
Banca,BANCA,424937,2.4e-05,17926481683.6,9772,1.13626,0.409957,-17.4409
Essentia,ESS,416983,0.000482,865918920.194,52446,0.793617,0.55045,-21.4853
Titan Coin,TTN,415512,0.000463,897595848.0,61193,-0.243234,-12.8291,-31.5115
Gems ,GEM,414756,0.00036,1152794971.38,929,1.64397,3.33538,5.76922
Datawallet,DXT,413003,0.001058,390222225.333,14980,0.292944,3.29564,-11.9218
ToaCoin,TOA,412067,9.2e-05,4479232943.99,,0.0,0.0,4.86431
Zippie,ZIPT,411999,0.001519,271196891.638,,0.196497,4.22309,-7.20249
ALBOS,ALB,411642,3.4e-05,11985991130.9,,3.35945e-11,-9.95656,139.777
Mao Zedong,MAO,410644,0.064425,6373999.55836,504,-0.0463061,-2.98645,10.357
Data Transact...,XD,410381,0.002073,197973985.254,6913,1.47633,-15.7972,30.5299
Webflix Token,WFX,408784,0.000676,604709160.512,203870,0.079299,-13.5028,-41.2944
Espers,ESP,408405,1.8e-05,22888373669.6,,0.170432,29.3145,20.6032
Monkey Project,MONK,405474,0.05062,8010227.51304,917,-0.339378,-15.1463,29.1369
Raven Protocol,RAVEN,398634,0.000217,1837814057.82,6948,-0.122809,-1.99577,10.5633
Pylon Network,PYLNT,398423,0.860232,463157.910846,4419,-0.0470524,0.101219,-5.46119
Coin Lion,LION,395379,0.012269,32226096.0,,0.0,-7.10543e-14,13.7824
DOS Network,DOS,390677,0.002961,131950000.0,373607,0.995698,-3.65274,12.9448
RightMesh,RMESH,388918,0.005466,71148516.9921,1055,0.186637,-1.0566,21.9764
Noir,NOR,387585,0.019202,20184582.9765,,-0.0537553,89.0487,38.1251
EOS TRUST,EOST,383599,5.1e-05,7518810122.0,,16.3514,31.9228,-16.926
UOS Network,UOS,383141,0.044814,8549495.7073,147264,-1.13117,-0.978722,16.7748
Crowd Machine,CMCT,378909,0.000806,470164800.437,3582,0.00700095,-2.10197,-16.0173
DPRating,RATING,377690,0.000147,2576531479.49,80316,0.342037,-12.526,-22.496
Matrexcoin,MAC,375984,0.021847,17209730.0,,0.182458,-0.934075,7.36316
Tokes,TKS,374286,0.28291,1322983.8796,,-0.0401261,-1.18546,157.954
Parkgene,GENE,372615,0.001264,294760862.634,752,-0.0504794,9.90939,-16.8754
Internet of P...,IOP,372622,0.027681,13461468.7504,,0.207059,19.513,69.8264
Qredit,XQR,371450,0.000554,670472649.96,,0.0057162,3.61592,10.3498
Rivetz,RVT,371379,0.014151,26244468.18,,2.84217e-14,-0.0173812,-10.098
SnowGem,XSG,370569,0.01921,19290127.5,66291,-4.22149,-22.8301,-18.0714
Masari,MSR,369525,0.0318,11620432.7643,504,0.481695,-6.18948,2.77984
Motocoin,MOTO,369731,0.018823,19642673.0691,,0.207059,-14.5341,21.6412
ZEON,ZEON,367413,1.5e-05,25116820353.3,92604,-0.356921,74.4191,3.43117
Almeela,KZE,365046,0.097778,3733419.49012,13992,-0.000225252,1.55152,3.2179
CYBR Token,CYBR,364003,0.009833,37019058.0,3069,9.46851,2.54916,-36.0083
wave edu coin,WEC,363796,0.003038,119749745.841,69334,-0.0491102,-4.17718,-9.76468
Nerves,NER,362612,0.000111,3258944260.0,,0.0,0.0,-3.83693e-13
BitCash,BITC,362367,0.030253,11977724.4401,3753,0.198593,11.1753,-5.65635
PAL Network,PAL,361921,0.000825,438524050.0,4916,-0.022264,0.108943,-4.98178
Nestree,EGG,361485,0.00103,350851319.174,1960,-1.6054e-10,-0.689654,2.94241
Soverain,SOVE,361037,0.830439,434754.747392,154897,-0.0505803,-4.99833,-1.33127
Sapien,SPN,360840,0.001591,226817524.406,,0.186637,-15.258,-14.237
Playkey,PKT,355315,0.025523,13921512.4213,25825,5.3174,5.69364,9.15042
Uniform Fisca...,UFO,354579,9.2e-05,3842895637.0,,0.207125,-0.988194,-3.88495
FlypMe,FYP,352242,0.01997,17638681.0,,-0.0498397,-10.7146,-29.1737
VisionX,VNX,351234,9.8e-05,3600000000.0,35986,0.905507,-1.87553,-6.60662
ONOToken,ONOT,351061,2.2e-05,16037524175.7,,0.182653,-5.13042,-1.41897
Honest,HNST,350622,0.006872,51022073.2081,8286,1.53497,-3.15822,0.874797
Graft,GRFT,350617,0.000593,591481833.325,21818,-1.00861,-2.94938,8.3782
Mercury,MER,350632,0.003506,100000000.0,1828,0.207047,-7.09888,12.4371
Globatalent,GBT,346362,0.00069,502207563.258,,0.0,-7.10543e-14,0.647522
LNX Protocol,LNX,345446,0.001272,271607626.0,16474,7.65208,15.1709,-2.12734
OBITS,OBITS,345217,0.022557,15304286.0,,-3.43786,10.2484,14.1283
Olympus Labs,MOT,344565,0.00895,38500000.0,,0.114953,13.7285,0.358261
LocalCoinSwap,LCS,343092,0.006442,53254643.2296,,-0.0504794,-2.63476,2.13018
MIB Coin,MIB,343027,0.0054,63528279.2878,2095,-0.587111,-3.23046,-0.063289
Eroscoin,ERO,341430,0.001828,186744000.0,1321,-0.355607,5.59745,20.1064
0xcert,ZXC,341298,0.001025,333066325.049,61206,-0.139039,-3.59071,2.95182
Nerva,XNV,339873,0.019972,17017723.485,,-0.0537553,-8.0161,-2.56287
adbank,ADB,339441,0.000486,699033479.45,7750,0.0771885,2.4249,16.1686
Energo,TSL,337562,0.00056,602378919.746,2608,0.0882419,-2.17615,8.28266
Snovian.Space,SNOV,336671,0.001168,288357780.0,,-2.84217e-14,-2.84217e-14,41.6483
Ether-1,ETHO,332614,0.008776,37902035.0,38151,-0.609201,-4.62355,-10.4049
ZMINE,ZMN,331973,0.00203,163535523.053,,4.61296,-1.61199,-18.843
Bitex Global ...,XBX,329123,0.001657,198673058.0,82207,-1.87041,-11.0309,-22.4044
SHIELD,XSH,329080,0.000642,512973375.234,,-0.106222,-1.12062,-4.2116
REAL,REAL,328802,0.032698,10055817.0,,0.239471,-0.968651,11.2049
TV-TWO,TTV,328689,0.000738,445410078.363,,0.182619,-22.5251,-22.4544
HOQU,HQX,327319,0.001935,169144017.658,28756,-0.0180919,-0.925403,-10.7125
Memetic / Pep...,MEME,328014,0.01098,29873822.7995,,0.206704,-7.95017,-4.42509
Seal Network,SEAL,323424,0.000628,515110690.0,,0.0,2.84217e-14,77.2606
Flixxo,FLIXX,322720,0.003827,84323674.7487,1165,-0.310753,2.11301,-28.8021
Storeum,STO,322072,0.002551,126257465.0,,0.186637,-1.0595,-1.52768
PHI Token,PHI,322047,0.055256,5828254.20482,10908,-3.18454,-1.43358,-9.62898
Storiqa,STQ,321345,2.9e-05,10920877604.9,27854,-7.87684,11.9816,3.46421
Ink Protocol,XNK,321274,0.000947,339158112.215,114935,4.62123,4.25511,-18.9194
Linfinity,LFC,319112,0.000352,905666528.709,1030063,2.54693,0.699658,-5.93405
Aston,ATX,318365,0.000386,824000000.0,,-3.10791e-11,-43.75,61.4995
Mainstream Fo...,MFTU,317550,0.000295,1075139614.59,,0.123471,2.51091,13.5366
DECOIN,DTEP,317519,0.012261,25897632.4613,14469,-50.0693,-51.8428,-52.5787
Experty,EXY,316648,0.011689,27088352.0999,26162,-0.830177,-1.7138,-11.5922
Jarvis+,JAR,315588,0.004387,71934004.3312,24080,0.923212,-1.21777,9.99196
Bethereum,BETHER,310926,0.000617,504149385.582,14810,0.235698,0.741458,-5.9382
FedoraCoin,TIPS,309420,1e-06,212269865434.0,625,0.168363,-6.2803,12.6893
Fiii,FIII,309158,0.000641,482404699.0,10612,-0.0357632,0.520164,-5.20835
Autonio,NIO,308474,0.002906,106160010.0,,0.111697,-0.77499,90.4917
EnergiToken,ETK,306735,0.000166,1852153500.0,,0.0,-0.166552,-88.9692
Blue Protocol,BLUE,306146,0.008354,36645278.3876,,3.88136,-1.50243,-37.3019
BitScreener T...,BITX,305399,0.001917,159323739.935,16039,-0.12545,0.308683,0.155376
XPA,XPA,304878,0.005332,57177751.2519,,2.84217e-14,2.84217e-14,1.59713
uPlexa,UPX,303882,0.000159,1916107554.94,8123,-0.884041,-7.86062,16.3241
NEOX,NEOX,302662,0.282412,1071703.0,,0.0,4.26326e-14,7.83299
Alchemint Sta...,SDS,302374,0.000951,317946798.0,4562,0.114262,-2.60384,3.21236
Helium,HLM,302145,0.02623,11519043.2614,,2.84217e-14,-1.23411,-4.33366
Membrana,MBN,300423,0.004142,72530349.7606,52593,-0.130435,-0.787791,-8.23269
Starbase,STAR,300276,0.001601,187500000.0,1208,0.171816,8.69642,34.2061
Truegame,TGAME,299392,0.003626,82575464.0,33512,0.200629,-1.53921,-1.29424
Wavesbet,WBET,298156,7e-06,44499999948.0,108824,0.280011,0.643086,10.7788
ACE (TokenStars),ACE,298064,0.025122,11864876.0,61620,-0.0366645,-1.11698,-15.1388
SRCOIN,SRCOIN,295077,5.8e-05,5052048083.95,,0.0718424,-18.3407,-59.4349
TENA,TENA,292671,0.109522,2672252.8402,3270,-1.57015,0.185233,71.4512
Dether,DTH,291402,0.003428,85000000.0,,-0.000276702,52.8356,53.2548
Presearch,PRE,290688,0.001875,155000000.0,15480,-17.5544,-25.4194,-33.6017
WIZBL,WBL,289912,0.001933,150000000.0,,-0.0537553,-9.82224,84.4413
Kuende,KUE,289339,0.000365,791872298.854,,0.00826795,-0.198939,0.286745
win.win,TWINS,289269,9.2e-05,3143021042.64,1015,-0.0537553,-1.23225,-40.6368
GoldenPyrex,GPYX,289175,0.028958,9986065.37176,,-0.156659,-5.55005,-36.2052
PopularCoin,POP,287035,7.2e-05,3974480770.71,,0.520875,213.561,219.083
The ChampCoin,TCC,285444,0.001624,175749859.0,13350,-4.01707,-3.39765,-15.319
eBoost,EBST,284732,0.002848,99990001.5673,,-1.33238,-0.0266215,-16.6637
Bancacy,BNY,283816,0.002119,133964091.875,27969,0.386863,-41.9698,-40.3167
RoBET,ROBET,283669,0.355165,798697.320907,,-0.0537553,1.44336,-68.2063
CoTrader,COT,283610,1.8e-05,15728056896.0,50909,-0.865879,-2.19214,-7.67207
Ryo Currency,RYO,281988,0.018489,15251391.2232,632,-0.0505339,3.28276,-3.68538
Zap,ZAP,280613,0.002133,131534257.006,7485,-0.336497,-13.3366,-13.4931
PUBLYTO Token,PUB,277668,0.000185,1497764594.0,2241,-0.0400987,-0.52155,0.844005
Magi,XMG,274064,0.029755,9210655.53852,,0.0,4.26326e-14,-5.16405
Shard,SHARD,273358,0.013805,19800913.4732,,-0.0537553,-28.5338,6.53767
Catex Token,CATT,272863,0.000335,814234341.0,107465,-0.774348,7.59573,-19.4889
On.Live,ONL,271735,0.012567,21622215.381,2044,0.01236,-0.598565,23.5561
Shivom,OMX,270674,0.000297,911746998.884,,-2.84217e-14,4.26326e-14,4.26326e-14
Hercules,HERC,270516,0.003275,82606371.0936,510,-0.00493411,0.772892,5.60432
eXPerience Chain,XPC,270094,3e-06,91090814961.0,4071,0.0835061,-22.5997,-26.6827
Lethean,LTHN,269623,0.000366,736249453.0,,0.0893648,8.02091,27.2012
